Camera Number,Round Number,Start date,End Date,Camera.Model,Camera.Sensitivity,Capture.Delay,Vegetation.Structure,Path.Type,Area.Behind.Camera,Bottleneck.,Livestock.Present.,Agricultural.Presence,Days.Operational,Cattle.Sightings
42,5,16/11/2020,01/12/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Grassland,4x4 Road with off-road vehicles,Impassable due to topography,No,Livestock very present,Not near orchard/vineyard,15,2
42,6,01/12/2020,15/12/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Impassable due to topography,No,Livestock very present,Not near orchard/vineyard,14,3
42,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1,03/09/2020,16/09/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs > 2 m,Animal path without vehicles,Obstructed by vegetation,Yes,Livestock lightly present,Not near orchard/vineyard,13,9
43,2,16/09/2020,05/10/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs > 2 m,Animal path without vehicles,Obstructed by vegetation,Yes,Livestock lightly present,Not near orchard/vineyard,19,1
43,3,05/10/2020,18/10/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,30 seconds,Shrubs > 2 m,Animal path without vehicles,Obstructed by vegetation,Yes,Livestock lightly present,Not near orchard/vineyard,13,2
43,4,18/10/2020,16/11/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,30 seconds,Shrubs > 2 m,Animal path without vehicles,Obstructed by vegetation,Yes,Livestock lightly present,Not near orchard/vineyard,29,1
43,5,16/11/2020,01/12/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,30 seconds,Shrubs > 2 m,Animal path without vehicles,Obstructed by vegetation,Yes,Livestock lightly present,Not near orchard/vineyard,15,0
43,6,01/12/2020,15/12/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,30 seconds,Shrubs > 2 m,Animal path without vehicles,Obstructed by vegetation,Yes,Livestock lightly present,Not near orchard/vineyard,14,0
43,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1,03/09/2020,16/09/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs > 2 m,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,13,12
44,2,16/09/2020,05/10/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs > 2 m,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,19,0
44,3,05/10/2020,18/10/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs > 2 m,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,13,24
44,4,18/10/2020,16/11/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs > 2 m,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,29,4
44,5,16/11/2020,01/12/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs > 2 m,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,15,6
44,6,01/12/2020,15/12/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,30 seconds,Shrubs > 2 m,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,14,1
44,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1,03/09/2020,05/10/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs < 2 m,Dirt path less than 1m wide,Obstructed by vegetation,No,No livestock presence,Not near orchard/vineyard,13,0
45,2,18/10/2020,16/11/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs < 2 m,Dirt path less than 1m wide,Obstructed by vegetation,No,No livestock presence,Not near orchard/vineyard,21,0
45,3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,4,,,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs < 2 m,Dirt path less than 1m wide,Obstructed by vegetation,No,No livestock presence,Not near orchard/vineyard,29,0
45,5,16/11/2020,01/12/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs < 2 m,Dirt path less than 1m wide,Obstructed by vegetation,No,No livestock presence,Not near orchard/vineyard,15,14
45,6,01/12/2020,15/12/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Shrubs < 2 m,Dirt path less than 1m wide,Obstructed by vegetation,No,No livestock presence,Not near orchard/vineyard,14,18
45,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,2,13/09/2020,01/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,0.6 seconds,Grassland,4x4 Road with off-road vehicles,Clear,Yes,Livestock very present,Not near orchard/vineyard,18,0
46,3,01/10/2020,16/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,Yes,Livestock very present,Not near orchard/vineyard,15,29
46,4,16/10/2020,05/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,Yes,Livestock very present,Not near orchard/vineyard,20,7
46,5,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,6,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1,03/09/2020,13/09/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 second,Shrubs > 2 m,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,10,61
47,2,13/09/2020,01/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 second,Shrubs > 2 m,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,18,0
47,3,01/10/2020,16/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,15,15
47,4,16/10/2020,09/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,24,19
47,5,09/11/2020,04/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,25,13
47,6,04/12/2020,13/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,9,85
47,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1,03/09/2020,13/09/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,0.6 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,10,38
48,2,13/09/2020,01/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,0.6 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,18,14
48,3,01/10/2020,16/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,15,74
48,4,16/10/2020,09/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,24,52
48,5,09/11/2020,04/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,25,7
48,6,04/12/2020,13/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,9,80
48,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1,03/09/2020,13/09/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 second,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,10,0
49,2,13/09/2020,01/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Long,1 second,Grassland,Dirt path more than 1m wide,Clear,No,No livestock presence,Not near orchard/vineyard,18,3
49,3,01/10/2020,16/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,Dirt path more than 1m wide,Clear,No,No livestock presence,Not near orchard/vineyard,15,5
49,4,16/10/2020,09/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,Dirt path more than 1m wide,Clear,No,No livestock presence,Not near orchard/vineyard,24,0
49,5,09/11/2020,04/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,Dirt path more than 1m wide,Clear,No,No livestock presence,Not near orchard/vineyard,25,1
49,6,04/12/2020,13/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,Dirt path more than 1m wide,Clear,No,No livestock presence,Not near orchard/vineyard,9,28
49,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1,03/09/2020,13/09/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,0.6 seconds,Grassland,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,10,80
50,2,13/09/2020,01/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 minute,Grassland,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,18,43
50,3,01/10/2020,16/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,15,63
50,4,16/10/2020,09/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,24,305
50,5,09/11/2020,04/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,25,39
50,6,04/12/2020,13/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,9,10
50,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,2,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,3,02/10/2020,16/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,14,16
51,4,16/10/2020,01/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,16,30
51,5,01/11/2020,29/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,28,77
51,6,29/11/2020,13/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,14,26
51,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1,04/09/2020,13/09/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,0.6 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,9,147
52,2,13/09/2020,02/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 minute,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,19,1
52,3,02/10/2020,16/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,14,12
52,4,16/10/2020,01/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,16,16
52,5,01/11/2020,29/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,28,26
52,6,29/11/2020,13/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Clear,No,Livestock lightly present,Not near orchard/vineyard,14,29
52,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1,04/09/2020,13/09/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,0.6 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,9,57
53,2,13/09/2020,02/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 minute,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,19,11
53,3,02/10/2020,16/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,14,29
53,4,16/10/2020,01/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,16,38
53,5,01/11/2020,29/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,28,78
53,6,29/11/2020,13/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,14,64
53,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1,04/09/2020,13/09/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,0.6 seconds,Grassland,4x4 Road with off-road vehicles,Impassable due to topography,No,Livestock very present,Not near orchard/vineyard,9,8
54,2,13/09/2020,02/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 minute,Grassland,4x4 Road with off-road vehicles,Impassable due to topography,No,Livestock very present,Not near orchard/vineyard,19,96
54,3,02/10/2020,16/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Impassable due to topography,No,Livestock very present,Not near orchard/vineyard,14,84
54,4,16/10/2020,01/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Impassable due to topography,No,Livestock very present,Not near orchard/vineyard,16,75
54,5,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,6,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1,04/09/2020,13/09/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,0.6 seconds,Grassland,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,9,8
55,2,13/09/2020,02/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 minute,Grassland,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,19,3
55,3,02/10/2020,16/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,14,98
55,4,16/10/2020,01/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,16,14
55,5,01/11/2020,29/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,28,46
55,6,29/11/2020,13/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Grassland,Dirt path more than 1m wide,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,14,71
55,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,1,06/09/2020,17/09/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Grassland,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,11,0
56,2,17/09/2020,01/10/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,1 minute,Grassland,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,14,0
56,3,01/10/2020,18/10/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,17,0
56,4,18/10/2020,16/11/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,5,16/11/2020,01/12/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,15,21
56,6,01/12/2020,15/12/2020,Browning DARK OPS HD PRO X - Normal Sensitivity,Normal,30 seconds,Grassland,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,14,34
56,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1,06/09/2020,17/09/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 minute,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,11,0
57,2,17/09/2020,01/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 minute,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,14,1
57,3,01/10/2020,18/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,17,1
57,4,18/10/2020,16/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,29,0
57,5,16/11/2020,01/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,15,3
57,6,01/12/2020,15/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock lightly present,Not near orchard/vineyard,14,54
57,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1,06/09/2020,17/09/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 minute,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,11,0
58,2,17/09/2020,01/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 minute,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,14,0
58,3,01/10/2020,18/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,17,3
58,4,18/10/2020,16/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,29,21
58,5,16/11/2020,01/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,15,23
58,6,01/12/2020,15/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,14,0
58,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,1,06/09/2020,17/09/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 minute,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,11,1
59,2,17/09/2020,01/10/2020,Bushnell TROPHY CAM HD AGGRESSOR NO-GLOW,Normal,1 minute,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,14,0
59,3,01/10/2020,18/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,17,0
59,4,18/10/2020,16/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,29,113
59,5,16/11/2020,01/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,15,348
59,6,01/12/2020,15/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs > 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,14,1
59,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1,06/09/2020,17/09/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,2,17/09/2020,01/10/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,3,01/10/2020,18/10/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs < 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,17,0
60,4,18/10/2020,16/11/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs < 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,29,6
60,5,16/11/2020,01/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs < 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,15,60
60,6,01/12/2020,15/12/2020,Browning DARK OPS HD MAX,Normal,30 seconds,Shrubs < 2 m,4x4 Road with off-road vehicles,Obstructed by vegetation,No,Livestock very present,Not near orchard/vineyard,14,27
60,7,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
